относительная компактность,площадь поверхности,площадь сплошной стены,зона крыши,общая высота,отопительная нагрузка,отношение стенной площади ко всей площади дома,отношение остекленния ко всей площади дома,отношение площади крыши ко всей площади дома
0.0016253493436092505,0.8533084053948565,0.48760480308277515,0.1828518011560407,0.0016585197383767862,0.025789981931759028,0.0009477255647867349,0.0,0.0003553970867950256
0.0016253493436092505,0.8533084053948565,0.48760480308277515,0.1828518011560407,0.0016585197383767862,0.025789981931759028,0.0009477255647867349,0.0,0.0003553970867950256
0.0016253493436092505,0.8533084053948565,0.48760480308277515,0.1828518011560407,0.0016585197383767862,0.025789981931759028,0.0009477255647867349,0.0,0.0003553970867950256
0.0016253493436092505,0.8533084053948565,0.48760480308277515,0.1828518011560407,0.0016585197383767862,0.025789981931759028,0.0009477255647867349,0.0,0.0003553970867950256
0.0013654914565732696,0.8549493730878193,0.4832322543539848,0.18585855936691723,0.0015172127295258549,0.03161871328331882,0.0008575550210363528,0.0,0.00032982885424475105
0.0013654502407156877,0.8549235673814334,0.4832176685199406,0.18585294943074637,0.0015171669341285418,0.03255840240639851,0.0008575291366813497,0.0,0.00032981889872359604
0.0013654999458438785,0.8549546883144729,0.48323525861252814,0.18585971485097236,0.001517222162048754,0.03142167097602969,0.0008575603524623391,0.0,0.00032983090479320735
0.0013655653344860793,0.8549956288698951,0.48325839892646244,0.18586861497171633,0.0015172948160956435,0.02986036198076226,0.0008576014177931897,0.0,0.00032984669915122683
0.0012761114541472848,0.872504110510004,0.436252055255002,0.218126027627501,0.0014838505280782381,0.028935085297525642,0.0007419252640391191,0.0,0.00037096263201955953
0.0012760865147638599,0.8724870589315693,0.43624352946578465,0.21812176473289233,0.001483821528795186,0.02960223949946396,0.000741910764397593,0.0,0.0003709553821987965
0.0012761201847169697,0.8725100797832305,0.43625503989161524,0.21812751994580762,0.001483860679903453,0.028697865549332784,0.0007419303399517265,0.0,0.00037096516997586326
0.001276174669829789,0.8725473323952512,0.4362736661976256,0.2181368330988128,0.0014839240346858013,0.027170649075097017,0.0007419620173429006,0.0,0.0003709810086714503
0.0011613982911172754,0.8675078698894282,0.45110409234250265,0.20820188877346277,0.0014163393794113114,0.02414858641896286,0.0007364964772938819,0.0,0.0003399214510587147
0.0011613838401966453,0.8674970757566406,0.4510984793934531,0.20819929818159374,0.0014163217563373724,0.024658161777833653,0.0007364873132954337,0.0,0.0003399172215209694
0.0011614022517720214,0.867510828305321,0.4511056307187669,0.20820259879327704,0.001416344209478075,0.02400703435065337,0.0007364989889285991,0.0,0.000339922610274738
0.001161439463053588,0.8675386233174667,0.4511200841250827,0.20820926959619201,0.0014163895890897415,0.02263390563365407,0.0007365225863266656,0.0,0.00033993350138153796
0.0010692849991587067,0.8621956259039192,0.4642591831790334,0.19896822136244288,0.001353525315390768,0.0386025419949447,0.0007288213236719519,0.0,0.000312351995859408
0.001069206042496917,0.86213196084878,0.46422490199549693,0.19895352942664155,0.0013534253702492621,0.04046741857045294,0.000728767507057295,0.0,0.0003123289315959836
0.0010692217826615991,0.8621446526018209,0.46423173601636514,0.19895645829272793,0.0013534452945083532,0.040102584076282505,0.0007287782355044979,0.0,0.0003123335295019277
0.001069272097563743,0.8621852229722837,0.4642535816004605,0.19896582068591162,0.0013535089842579022,0.038913383297414686,0.0007288125299850242,0.0,0.000312348227136439
0.0009600458023689744,0.8356188135093113,0.5261303640614182,0.15474422472394653,0.0012632181610118085,0.0312899138482625,0.0007953595828592868,0.0,0.0002339292890762608
0.0009600771387030997,0.8356460884896059,0.5261475371971592,0.1547492756462233,0.0012632593930303943,0.030229797275217334,0.000795385543759878,0.0,0.0002339369246352582
0.0009600458023689744,0.8356188135093113,0.5261303640614182,0.15474422472394653,0.0012632181610118085,0.0312899138482625,0.0007953595828592868,0.0,0.0002339292890762608
0.0009600771387030997,0.8356460884896059,0.5261475371971592,0.1547492756462233,0.0012632593930303943,0.030229797275217334,0.000795385543759878,0.0,0.0002339369246352582
0.0009722722147626549,0.9013226207124071,0.32190093596871683,0.28971084237184513,0.0,0.007975259923796373,0.0004692433468931732,0.0,0.0004223190122038559
0.0009722724181870069,0.9013228092922794,0.3219010033186712,0.2897109029868041,0.0,0.00794898395950188,0.0004692434450709493,0.0,0.0004223191005638544
0.0009722728230219883,0.9013231845852486,0.3219011373518745,0.28971102361668705,0.0,0.007896431981570471,0.00046924364045462753,0.0,0.0004223192764091648
0.0009722725196474677,0.9013229033488688,0.32190103691031025,0.28971093321927927,0.0,0.007935845971176629,0.0004692434940383532,0.0,0.0004223191446345179
0.0008972960965815978,0.8979279952411623,0.34059337750526847,0.27866730886794694,0.0,0.0080503889228518,0.00047937139691100415,0.0,0.00039221296110900344
0.0008972958220624798,0.897927720528721,0.34059327330399763,0.2786672236123617,0.0,0.008088300367887142,0.0004793712502519319,0.0,0.00039221284111521705
0.0008972961330867119,0.8979280317719843,0.3405933913617871,0.27866732020509855,0.0,0.008045334060887335,0.0004793714164134935,0.0,0.00039221297706558563
0.0008972958220624798,0.897927720528721,0.34059327330399763,0.2786672236123617,0.0,0.008088300367887142,0.0004793712502519319,0.0,0.00039221284111521705
0.0008396367202410174,0.8943956367784751,0.35775825471139,0.2683186910335425,0.0,0.008335523961812998,0.00048674592477740143,0.0,0.00036505944358305103
0.0008396372290000219,0.8943961787174147,0.3577584714869659,0.26831885361522445,0.0,0.008262517079579926,0.0004867462197101577,0.0,0.00036505966478261827
0.0008396373975919194,0.894396358304436,0.3577585433217744,0.2683189074913308,0.0,0.008238181422749702,0.00048674631744459104,0.0,0.00036505973808344326
0.0008396370599109051,0.8943959986007468,0.3577583994402987,0.26831879958022403,0.0,0.008286852721729368,0.00048674612168748125,0.0,0.0003650595912656109
0.0007740877096138013,0.8907872961389122,0.3735559628969632,0.2586156666209745,0.0,0.008421135992465292,0.0004918445857761201,0.0,0.0003405077901526985
0.0007740883178487291,0.8907879960698634,0.3735562564163943,0.2586158698267345,0.0,0.008327313722312086,0.0004918449722401505,0.0,0.0003405080577047196
0.0007740883178487291,0.8907879960698634,0.3735562564163943,0.2586158698267345,0.0,0.008327313722312086,0.0004918449722401505,0.0,0.0003405080577047196
0.0007740883178487291,0.8907879960698634,0.3735562564163943,0.2586158698267345,0.0,0.008327313722312086,0.0004918449722401505,0.0,0.0003405080577047196
0.0007241729862234213,0.8871119081236911,0.3881114598041149,0.24950022415978812,0.0,0.01227699515706894,0.000495040127301167,0.0,0.00031824008183646443
0.0007241760602828635,0.8871156738465078,0.38811310730784715,0.24950128326933033,0.0,0.011926274492783408,0.0004950422287089887,0.0,0.00031824143274149274
0.0007241737880554785,0.8871128903679611,0.38811188953598297,0.24950050041598906,0.0,0.012186487027121098,0.0004950406754285498,0.0,0.0003182404342040677
0.0007241758646441389,0.8871154341890702,0.38811300245771824,0.249501215865676,0.0,0.011948901766628293,0.0004950420949715793,0.0,0.0003182413467674439
0.0006775153665885875,0.8835018933659242,0.40159176971178373,0.24095506182707022,0.0,0.00939779379461589,0.0004967121455928061,0.0,0.0002980272873556836
0.0006775161270541533,0.8835028850375531,0.4015922204716151,0.24095533228296903,0.0,0.009277599868854455,0.0004967127031188807,0.0,0.0002980276218713284
0.0006775164011605673,0.8835032424811592,0.40159238294598143,0.24095542976758885,0.0,0.009233892886785151,0.0004967129040766622,0.0,0.00029802774244599734
0.0006775160583253393,0.8835027954129626,0.40159217973316486,0.2409553078398989,0.0,0.0092885266060732,0.0004967126527311872,0.0,0.0002980275916387123
0.001624539892913511,0.8528834437795934,0.48736196787405334,0.18276073795277,0.001657693768279093,0.0407461128243001,0.0009472535818737674,3.221950958754311e-07,0.00035522009320266277
0.001624534400918151,0.8528805604820293,0.48736032027544535,0.182760120103292,0.001657688164202195,0.04082885948430006,0.0009472503795441114,3.22194006647657e-07,0.0003552188923290418
0.001624534400918151,0.8528805604820293,0.48736032027544535,0.182760120103292,0.001657688164202195,0.04082885948430006,0.0009472503795441114,3.22194006647657e-07,0.0003552188923290418
0.0016245387954028116,0.8528828675864761,0.48736163862084353,0.1827606144828163,0.001657692648370216,0.04076266222342361,0.0009472529419258377,3.2219487820606725e-07,0.0003552198532221891
0.001364849997268573,0.8545477482898233,0.4830052490333784,0.18577124962822245,0.0015164999969650812,0.04402399491189631,0.0008571521721976546,2.691215611295619e-07,0.0003296739123837133
0.0013647723551680542,0.8544991357079984,0.48297777235669476,0.18576068167565182,0.0015164137279645047,0.045295278054299754,0.0008571034114581983,2.691062516352271e-07,0.0003296551582531532
0.0013648399551184165,0.8545414607880308,0.4830016952280174,0.1857698827800067,0.0015164888390204628,0.044190484769056286,0.000857145865533305,2.691195810151664e-07,0.00032967148674357884
0.0013649342717386166,0.8546005134719005,0.48303507283194375,0.18578272031997836,0.0015165936352651295,0.04260111521459749,0.000857205098193334,2.6913817839665123e-07,0.00032969426853589773
0.0012756756193805906,0.8722061211578922,0.4361030605789461,0.21805153028947305,0.001483343743465803,0.03898227357828131,0.0007416718717329015,2.522693441268373e-07,0.00037083593586645076
0.0012756285931257853,0.8721739683232113,0.43608698416160563,0.21804349208080281,0.0014832890617741687,0.039915308652342885,0.0007416445308870844,2.522600445194165e-07,0.0003708222654435422
0.0012756689692318814,0.8722015743120306,0.4361007871560153,0.21805039357800765,0.0014833360107347458,0.03911557060307525,0.0007416680053673729,2.5226802903652143e-07,0.00037083400268368645
0.001275748696467739,0.8722560854918958,0.4361280427459479,0.21806402137297395,0.001483428716822952,0.037486243674116,0.000741714358411476,2.5228379537805313e-07,0.000370857179205738
0.0011610920939840593,0.8672791555673615,0.45098516089502794,0.20814699733616673,0.0014159659682732432,0.03331767923346941,0.0007363023035020864,2.3117811726910092e-07,0.00033983183238557834
0.0011610644157342826,0.8672584812649368,0.45097441025776713,0.20814203550358484,0.0014159322143101009,0.034024851109871725,0.0007362847514412525,2.3117260641797566e-07,0.0003398237314344242
0.0011610915461031169,0.8672787463270233,0.4509849480900521,0.20814689911848558,0.0014159653001257523,0.03333182316496021,0.0007363019560653912,2.3117800818379629e-07,0.00033983167203018055
0.001161143084527292,0.8673172430158126,0.45100496636822257,0.20815613832379504,0.0014160281518625511,0.031973915669056406,0.0007363346389685267,2.311882696918451e-07,0.0003398467564470123
0.0010688434060274897,0.86183955650571,0.4640674535030746,0.1988860515013177,0.0013529663367436578,0.048111482934604474,0.0007285203351696619,2.1239659917482855e-07,0.00031222300078699794
0.0010687325064248172,0.8617501349273525,0.46401930342242065,0.19886541575246597,0.0013528259574997685,0.050216899542391405,0.0007284447463460292,2.1237456161691815e-07,0.0003121906055768697
0.001068748432338147,0.8617629764549363,0.46402621809111955,0.1988683791819084,0.0013528461168837306,0.04992002171300965,0.0007284556013989318,2.1237772635537371e-07,0.00031219525774239934
0.0010688168274638125,0.8618181254360108,0.4640559136963135,0.19888110586984864,0.0013529326929921676,0.0486244009861385,0.0007285022193034748,2.12391317581188e-07,0.0003122152368443464
0.000959683844121731,0.835303766955954,0.5259320014167118,0.1546858827696211,0.0012627419001601723,0.04161997302927928,0.0007950597149156641,1.9089068785490134e-07,0.00023384109262225412
0.0009597256736141539,0.8353401751260037,0.5259549250793356,0.154692625023334,0.001262796938965992,0.04056103767958766,0.0007950943689785876,1.9089900815812427e-07,0.0002338512849937022
0.0009596848525464101,0.8353046446834872,0.5259325540599734,0.1546860453117569,0.0012627432270347501,0.041594761898524665,0.0007950605503552131,1.908908884406274e-07,0.00023384133833976854
0.0009597212432725738,0.83533631898001,0.5259524971355618,0.15469191092222406,0.001262791109569176,0.04067450163922316,0.0007950906986176294,1.9089812691899864e-07,0.00023385020547577335
0.0009722130687577876,0.9012677907673545,0.3218813538454838,0.2896932184609354,0.0,0.013610982962609028,0.0004692148015240288,1.9151624552001176e-07,0.00042229332137162594
0.0009722118476819431,0.9012666587970446,0.32188094957037305,0.28969285461333577,0.0,0.013702931853138738,0.00046921421220171,1.9151600498028978e-07,0.000422292790981539
0.0009722130687577876,0.9012677907673545,0.3218813538454838,0.2896932184609354,0.0,0.013610982962609028,0.0004692148015240288,1.9151624552001176e-07,0.00042229332137162594
0.0009722125464458706,0.9012673065700909,0.32188118091788964,0.28969306282610063,0.0,0.013650389672395402,0.00046921454944298777,1.9151614262979093e-07,0.00042229309449868906
0.0008972429837229397,0.8978748449790827,0.3405732170610314,0.27865081395902563,0.0,0.013534468106581248,0.00047934302190152196,1.7786383001911764e-07,0.00039218974519215433
0.0008972415967581611,0.8978734570375683,0.340572690600457,0.2786503832185557,0.0,0.013648182035194564,0.0004793422809295664,1.7786355507590594e-07,0.00039218913894237256
0.0008972431371140878,0.8978749984782528,0.3405732752848545,0.2786508615966991,0.0,0.013521833193127802,0.000479343103849197,1.7786386042641823e-07,0.00039218981224025214
0.0008972423687262444,0.8978742295492912,0.34057298362214494,0.2786506229635731,0.0,0.013585007695502999,0.00047934269334573527,1.7786370810602426e-07,0.00039218947637378345
0.0008395891620720818,0.8943449769898264,0.35773799079593055,0.2683034930969479,0.0,0.013518602305247578,0.00048671835482439537,1.6555046082462424e-07,0.0003650387661182965
0.0008395888856091825,0.8943446824967379,0.3577378729986952,0.26830340474902137,0.0,0.013542933763522032,0.0004867181945560479,1.655504063115809e-07,0.0003650386459170359
0.0008395894380380183,0.8943452709535412,0.3577381083814165,0.26830358128606235,0.0,0.013494270822958874,0.0004867185148046483,1.6555051523967627e-07,0.0003650388861034862
0.000839588469983031,0.894344239764533,0.3577376959058132,0.2683032719293599,0.0,0.013579430905812501,0.0004867179536133513,1.6555032435828274e-07,0.00036503846521001345
0.0007740425272626155,0.8907353022059946,0.3735341589896106,0.258600571608192,0.0,0.013698207149132346,0.0004918158775373412,1.5441628808079787e-07,0.0003404879152181593
0.0007740424028583682,0.8907351590468645,0.37353409895513673,0.2586005300458639,0.0,0.013709932862748974,0.0004918157984926093,1.5441626326298568e-07,0.00034048786049488335
0.0007740422783477163,0.8907350157652886,0.3735340388693145,0.258600488447987,0.0,0.013721658570709514,0.0004918157193802694,1.5441623842394644e-07,0.00034048780572480187
0.0007740424028583682,0.8907351590468645,0.37353409895513673,0.2586005300458639,0.0,0.013709932862748974,0.0004918157984926093,1.5441626326298568e-07,0.00034048786049488335
0.000724117479365043,0.8870439122221777,0.3880817115972027,0.24948110031248746,0.0,0.017435391182836425,0.0004950021831596974,1.4431550529437242e-07,0.00031821568917409117
0.0007241204587214153,0.8870475619337338,0.3880833083460085,0.24948212679386264,0.0,0.017197860894633613,0.0004950042198290925,1.443160990755372e-07,0.0003182169984615595
0.0007241173364721775,0.8870437371784174,0.38808163501555765,0.24948105108142993,0.0,0.017446702075626527,0.0004950020854790276,1.4431547681604304e-07,0.0003182156263793749
0.0007241203177734526,0.8870473892724794,0.38808323280670975,0.24948207823288482,0.0,0.01720917192708471,0.0004950041234779461,1.4431607098482395e-07,0.00031821693652153677
0.0006774773439054822,0.8834523105606168,0.4015692320730076,0.24094153924380457,0.0,0.014161461898411372,0.0004966842697254268,1.3515218223821138e-07,0.0002980105618352561
0.0006774772390301452,0.8834521737997941,0.4015691699089973,0.2409415019453984,0.0,0.014172386758420941,0.0004966841928373498,1.3515216131628567e-07,0.0002980105157024099
0.0006774776580464383,0.883452720210557,0.4015694182775259,0.24094165096651554,0.0,0.014128687287968462,0.0004966845000340456,1.3515224490722332e-07,0.0002980107000204274
0.0006774767134408265,0.8834514884143682,0.4015688583701673,0.2409413150221004,0.0,0.014227010982257357,0.0004966838075079373,1.3515205646474486e-07,0.0002980102845047624
0.0016245715274894289,0.8529000519319502,0.4873714582468287,0.18276429684256076,0.001657726048458601,0.04026616571705942,0.0009472720276906291,3.2220136996279906e-07,0.0003552270103839859
0.0016245693577890733,0.8528989128392634,0.487370807336722,0.18276405275127075,0.0016577238344786462,0.040299266416175886,0.0009472707625592263,3.2220093964599537e-07,0.00035522653595970987
0.0016245888211156344,0.852909131085708,0.4873766463346903,0.18276624237550887,0.0016577436950159534,0.04000135536073495,0.0009472821114376877,3.222047998087373e-07,0.00035523079178913285
0.001624575861558882,0.8529023273184131,0.4873727584676646,0.18276478442537422,0.0016577304709784512,0.04019996392122744,0.0009472745548448292,3.2220222953905754e-07,0.00035522795806681095
0.0013648636302576289,0.8545562840557488,0.48301007359672754,0.1857731052295106,0.0015165151447306987,0.04379695737982258,0.000857160733978221,2.691242492867256e-07,0.00032967720537623886
0.0013647901097102084,0.8545102520241138,0.4829840554918904,0.1857630982661117,0.0015164334552335648,0.0450077449513322,0.000857114561653754,2.6910975248155544e-07,0.00032965944678990536
0.001364868158983251,0.8545591195411799,0.48301167626240604,0.18577372163938694,0.0015165201766480566,0.04372127669276347,0.0008571635781054232,2.691251422622993e-07,0.00032967829927131663
0.0013649509708068487,0.8546109689440657,0.4830409824466459,0.18578499324870995,0.0015166121897853874,0.042313480095012304,0.0008572155855308711,2.6914147112429237e-07,0.0003296983021272581
0.001275660810538977,0.8721959960429284,0.4360979980214642,0.2180489990107321,0.0014833265238825312,0.03927848635240943,0.0007416632619412656,2.5226641562628085e-07,0.0003708316309706328
0.0012756202685005322,0.8721682766026895,0.43608413830134474,0.21804206915067237,0.001483279381977363,0.040078208901028346,0.0007416396909886815,2.5225839829546994e-07,0.00037081984549434076
0.0012756719276475457,0.8722035970427405,0.43610179852137027,0.21805089926068513,0.00148333945075296,0.03905632773832544,0.00074166972537648,2.522686140736327e-07,0.00037083486268824
0.0012757423003614467,0.872251712340152,0.436125856170076,0.218062928085038,0.0014834212794900545,0.03761956364786778,0.0007417106397450273,2.5228253052551946e-07,0.00037085531987251363
0.0011610799870086805,0.8672701122473376,0.4509804583686156,0.20814482693936104,0.0014159512036691227,0.03362884108714167,0.0007362946259079438,2.3117570672148943e-07,0.00033982828888058945
0.0011610531820489436,0.8672500902499731,0.45097004692998605,0.20814002165999354,0.0014159185146938337,0.03430770561103159,0.0007362776276407935,2.3117036974593203e-07,0.00033982044352652004
0.0011610844025375822,0.8672734104320357,0.4509821734246585,0.20814561850368854,0.0014159565884604662,0.03351569244885924,0.0007362974259994426,2.3117658587109653e-07,0.0003398295812305119
0.0011611319932549116,0.8673089583763822,0.4510006583557188,0.20815415001033175,0.001416014625920624,0.03227097332473102,0.0007363276054787245,2.3118606137479577e-07,0.0003398435102209498
0.001068837136457677,0.8618345011690383,0.4640647313987129,0.19888488488516268,0.001352958400579338,0.048232966980653394,0.0007285160618504127,2.1239535330915824e-07,0.0003122211693644626
0.0010687223228353982,0.8617419236027197,0.464014881939926,0.19886352083139686,0.0013528130668802507,0.05040581487195814,0.0007284378052432119,2.123725379717819e-07,0.0003121876308185194
0.0010687433751937951,0.861758898732212,0.46402402239426804,0.198867438168972,0.0013528397154351837,0.05001448427963874,0.0007284521544650989,2.123767214183962e-07,0.0003121937804850424
